Domain,Disposable,Free,Blacklist
"desertmail.com","false","true","false"
"desertonline.com","false","true","false"
"desertsaintsmail.com","false","true","false"
"desilota.com","false","true","false"
"deskmail.com","false","true","false"
"deskpilot.com","false","true","false"
"desmo.cf","false","true","false"
"desmo.ga","false","true","false"
"desmo.gq","false","true","false"
"desoz.com","true","false","false"
"despam.it","true","false","false"
"despammed.com","true","false","false"
"destin.com","false","true","false"
"detik.com","false","true","false"
"dettol.cf","false","true","false"
"dettol.ga","false","true","false"
"dettol.gq","false","true","false"
"dettol.ml","false","true","false"
"dettol.tk","false","true","false"
"deucemail.com","false","true","false"
"deutschland-net.com","false","true","false"
"dev-api.ru","false","true","false"
"dev-null.cf","true","false","false"
"dev-null.ga","true","false","false"
"dev-null.gq","true","false","false"
"dev-null.ml","true","false","false"
"devnullmail.com","true","false","false"
"devotedcouples.com","false","true","false"
"devotedparents.com","false","true","false"
"devset.space","false","true","false"
"dextm.ro","false","true","false"
"deyom.com","true","false","false"
"dezigner.ru","false","true","false"
"dff55.dynu.net","false","true","false"
"dfg456ery.ga","false","true","false"
"dfg6.kozow.com","false","true","false"
"dfgggg.org","false","true","false"
"dfgh.net","false","true","false"
"dfghj.ml","false","true","false"
"dfjunkmail.co.uk","false","true","false"
"dfwatson.com","false","true","false"
"dgd.mail-temp.com","false","true","false"
"dglnet.com.br","false","true","false"
"dgoh.org","false","true","false"
"dharmatel.net","true","false","false"
"dhl-uk.cf","false","true","false"
"dhl-uk.ga","false","true","false"
"dhl-uk.gq","false","true","false"
"dhl-uk.ml","false","true","false"
"dhl-uk.tk","false","true","false"
"dhm.ro","true","false","false"
"dhy.cc","true","false","false"
"dialogus.com","true","false","false"
"diamondemail.com","false","true","false"
"diapaulpainting.com","true","false","false"
"dicksinhisan.us","false","true","false"
"dicksinmyan.us","false","true","false"
"didamail.com","false","true","false"
"didikselowcoffee.cf","false","true","false"
"didikselowcoffee.ga","false","true","false"
"didikselowcoffee.gq","false","true","false"
"didikselowcoffee.ml","false","true","false"
"die.life","false","true","false"
"die-besten-bilder.de","false","true","false"
"die-genossen.de","false","true","false"
"diehardmail.com","false","true","false"
"diemailbox.de","false","true","false"
"die-optimisten.de","false","true","false"
"die-optimisten.net","false","true","false"
"digdown.xyz","false","true","false"
"digibel.be","false","true","false"
"digiprice.co","false","true","false"
"digital-email.com","false","true","false"
"digitalesbusiness.info","true","false","false"
"digital-filestore.de","false","true","false"
"digitalforeplay.net","false","true","false"
"digitalmail.info","true","false","false"
"digitalmariachis.com","true","false","false"
"digital-message.com","true","false","false"
"digitalsanctuary.com","true","false","false"
"digital-work.net","false","true","false"
"digitex.ga","false","true","false"
"digitex.gq","false","true","false"
"digosnet.com","false","true","false"
"dikriemangasu.cf","false","true","false"
"dikriemangasu.ga","false","true","false"
"dikriemangasu.gq","false","true","false"
"dikriemangasu.ml","false","true","false"
"dikriemangasu.tk","false","true","false"
"dildosfromspace.com","true","false","false"
"dim-coin.com","true","false","false"
"dimimail.ga","false","true","false"
"dingbone.com","true","false","false"
"dinkmail.com","false","true","false"
"dinksai.ga","false","true","false"
"dinksai.ml","false","true","false"
"diodecom.net","false","true","false"
"dioscolwedddas.3-a.net","false","true","false"
"diplomats.com","false","true","false"
"diplomvirkutske.ru","false","true","false"
"directbox.com","false","true","false"
"direct-mail.info","false","true","false"
"directmail.top","false","true","false"
"direct-mail.top","false","true","false"
"directmail24.net","true","false","false"
"directmonitor.nl","false","true","false"
"director-general.com","false","true","false"
"direcway.com","false","true","false"
"diri.com","false","true","false"
"dirtracer.com","false","true","false"
"dirtracers.com","false","true","false"
"dirtysex.top","false","true","false"
"disaq.com","true","false","false"
"disario.info","false","true","false"
"disbox.net","true","false","false"
"disbox.org","true","false","false"
"discard.cf","true","false","false"
"discard.email","true","false","false"
"discard.ga","true","false","false"
"discard.gq","true","false","false"
"discard.ml","true","false","false"
"discard.tk","true","false","false"
"discard-email.cf","false","true","false"
"discardmail.com","true","false","false"
"discardmail.de","true","false","false"
"disciples.com","false","true","false"
"discofan.com","false","true","false"
"discordmail.com","false","true","false"
"discos4.com","true","false","false"
"discoverwatch.com","false","true","false"
"discovery.com","false","true","false"
"discoverymail.com","false","true","false"
"discoverymail.net","false","true","false"
"discreetfuck.top","false","true","false"
"discretevtd.com","false","true","false"
"dishmail.net","false","true","false"
"disign-concept.eu","true","false","false"
"disign-revelation.com","true","false","false"
"disinfo.net","false","true","false"
"dislike.cf","false","true","false"
"dispo.in","true","false","false"
"dispomail.eu","true","false","false"
"dispomail.xyz","false","true","false"
"disposable.cf","true","false","false"
"disposable.com","false","true","false"
"disposable.dhc-app.com","false","true","false"
"disposable.ga","true","false","false"
"disposable.ml","true","false","false"
"disposableaddress.com","true","false","false"
"disposable-email.ml","true","false","false"
"disposableemail.org","false","true","false"
"disposableemailaddresses.com","true","false","false"
"disposableemailaddresses.emailmiser.com","false","true","false"
"disposableinbox.com","true","false","false"
"disposable-mail.com","false","true","false"
"disposablemail.space","false","true","false"
"disposablemail.top","false","true","false"
"disposablemails.com","true","false","false"
"dispose.it","true","false","false"
"disposeamail.com","true","false","false"
"disposemail.com","true","false","false"
"dispostable.com","true","false","false"
"divad.ga","true","false","false"
"di-ve.com","false","true","false"
"divermail.com","true","false","false"
"dividendxk.com","false","true","false"
"divismail.ru","true","false","false"
"divorcedandhappy.com","false","true","false"
"diwaq.com","true","false","false"
"dkert2mdi7sainoz.cf","false","true","false"
"dkert2mdi7sainoz.ga","false","true","false"
"dkert2mdi7sainoz.gq","false","true","false"
"dkert2mdi7sainoz.ml","false","true","false"
"dko.kr","false","true","false"
"dl812pqedqw.cf","false","true","false"
"dl812pqedqw.ga","false","true","false"
"dl812pqedqw.gq","false","true","false"
"dl812pqedqw.ml","false","true","false"
"dl812pqedqw.tk","false","true","false"
"dlemail.net","false","true","false"
"dlemail.ru","true","false","false"
"dlesha.ru","false","true","false"
"d-link.cf","false","true","false"
"d-link.ga","false","true","false"
"d-link.gq","false","true","false"
"d-link.ml","false","true","false"
"d-link.tk","false","true","false"
"dlmkme.ga","false","true","false"
"dlmkme.ml","false","true","false"
"dlwdudtwlt557.ga","false","true","false"
"dlyavasfrend.ru","false","true","false"
"dm.w3internet.co.uk","false","true","false"
"dm.w3internet.co.ukexample.com","false","true","false"
"dm9bqwkt9i2adyev.ga","false","true","false"
"dm9bqwkt9i2adyev.ml","false","true","false"
"dm9bqwkt9i2adyev.tk","false","true","false"
"dma.in-ulm.de","false","true","false"
"dmail.kyty.net","false","true","false"
"dmail.unrivaledtechnologies.com","false","true","false"
"dmailman.com","false","true","false"
"dmarc.ro","true","false","false"
"dmc-12.cf","false","true","false"
"dmc-12.ga","false","true","false"
"dmc-12.ml","false","true","false"
"dmc-12.tk","false","true","false"
"dmirekt.ru","false","true","false"
"dmitrovka.net","false","true","false"
"dmitry.ru","false","true","false"
"dmv.com","false","true","false"
"dnainternet.net","false","true","false"
"dndbs.net","false","true","false"
"dndent.com","true","false","false"
"dnsabr.com","false","true","false"
"dnsalias.com","false","true","false"
"dnsalias.net","false","true","false"
"dnsalias.org","false","true","false"
"dns-cloud.net","false","true","false"
"dnsdeer.com","false","true","false"
"dnsdojo.com","false","true","false"
"dnsdojo.net","false","true","false"
"dnsdojo.org","false","true","false"
"dnses.ro","true","false","false"
"dnsmadeeasy.com","false","true","false"
"dns-privacy.com","false","true","false"
"doanart.com","true","false","false"
"doar.net","false","true","false"
"dob.jp","true","false","false"
"doclist.bounces.google.com","false","true","false"
"docmail.com","false","true","false"
"docmail.cz","false","true","false"
"doc-mail.net","false","true","false"
"docomo.ne.jp","false","true","false"
"docs.coms.hk","false","true","false"
"docs.google.com","false","true","false"
"doctor.com","false","true","false"
"doctordieu.xyz","false","true","false"
"doctorlane.info","false","true","false"
"docu.me","false","true","false"
"dodgeit.com","true","false","false"
"dodgemail.de","true","false","false"
"dodgit.com","true","false","false"
"dodgit.org","true","false","false"
"dodo.com.au","false","true","false"
"dodsi.com","true","false","false"
"does-it.net","false","true","false"
"doesntexist.com","false","true","false"
"doesntexist.org","false","true","false"
"dog.com","false","true","false"
"doge-mail.net","false","true","false"
"dogit.com","false","true","false"
"doglover.com","false","true","false"
"dogmail.co.uk","false","true","false"
"dog-n-cats-shelter.ru","false","true","false"
"dogsnob.net","false","true","false"
"doiea.com","true","false","false"
"doityourself.com","false","true","false"
"dolnaa.asia","false","true","false"
"dolphinnet.net","true","false","false"
"domain1dolar.com","false","true","false"
"domajabro.ga","false","true","false"
"domforfb1.tk","true","false","false"
"domforfb18.tk","true","false","false"
"domforfb19.tk","true","false","false"
"domforfb2.tk","true","false","false"
"domforfb23.tk","true","false","false"
"domforfb27.tk","true","false","false"
"domforfb29.tk","true","false","false"
"domforfb3.tk","true","false","false"
"domforfb4.tk","true","false","false"
"domforfb5.tk","true","false","false"
"domforfb6.tk","true","false","false"
"domforfb7.tk","true","false","false"
"domforfb8.tk","true","false","false"
"domforfb9.tk","true","false","false"
"domien.ru","false","true","false"
"dominatingg.top","false","true","false"
"domozmail.com","true","false","false"
"domremonta-nv.ru","false","true","false"
"doneasy.com","false","true","false"
"donegal.net","false","true","false"
"donemail.ru","true","false","false"
"dongqing365.com","true","false","false"
"donjuan.com","false","true","false"
"donot-reply.com","false","true","false"
"donsfans.com","false","true","false"
"dontexist.net","false","true","false"
"dontexist.org","false","true","false"
"dontgotmail.com","false","true","false"
"dontmail.net","false","true","false"
"dontmesswithtexas.com","false","true","false"
"dontreg.com","true","false","false"
"dontsendmespam.de","true","false","false"
"dooboop.com","false","true","false"
"doomdns.com","false","true","false"
"doomdns.org","false","true","false"
"doquier.tk","true","false","false"
"doramail.com","false","true","false"
"doroobo-bet.ru","false","true","false"
"dostavkapoz.ru","false","true","false"
"dostmail.com","false","true","false"
"dota2bets.net","false","true","false"
"dotcom.fr","false","true","false"
"dot-mail.top","false","true","false"
"dotman.de","true","false","false"
"dot-ml.ml","false","true","false"
"dot-ml.tk","false","true","false"
"dotmsg.com","true","false","false"
"dotnow.com","false","true","false"
"dotslashrage.com","true","false","false"
"dott.it","false","true","false"
"doublemail.de","true","false","false"
"doublewave.ru","false","true","false"
"douchelounge.com","true","false","false"
"doughmaine.xyz","false","true","false"
"downloadarea.net","false","true","false"
"downloadeguide.mywire.org","false","true","false"
"download-privat.de","false","true","false"
"doxcity.net","false","true","false"
"doy.kr","false","true","false"
"dozvon-spb.ru","true","false","false"
"dp76.com","true","false","false"
"dplanet.ch","false","true","false"
"dqkerui.com","false","true","false"
"dqnwara.com","false","true","false"
"dr.com","false","true","false"
"dr0pb0x.ga","false","true","false"
"dr69.site","true","false","false"
"drag1metal.ru","false","true","false"
"dragcok2.cf","false","true","false"
"dragcok2.gq","false","true","false"
"dragcok2.ml","false","true","false"
"dragcok2.tk","false","true","false"
"dragoncon.net","false","true","false"
"dragons-spirit.org","false","true","false"
"dragracer.com","false","true","false"
"drama.tw","false","true","false"
"drdrb.com","true","false","false"
"drdrb.net","true","false","false"
"dreamcatcher.email","false","true","false"
"dred.ru","true","false","false"
"dremixd.com","false","true","false"
"dress9x.com","false","true","false"
"dretety.ru","false","true","false"
"drevo.si","true","false","false"
"drexel.edu","false","true","false"
"drf.email","false","true","false"
"drid1gs.com","false","true","false"
"drivecompanies.com","false","true","false"
"drivehq.com","false","true","false"
"drivesotp7.com","false","true","false"
"drivetagdev.com","true","false","false"
"droolingfanboy.de","true","false","false"
"drop.ekholm.org","false","true","false"
"dropcake.de","true","false","false"
"drope.ml","false","true","false"
"dropjar.com","true","false","false"
"droplar.com","true","false","false"
"droplister.com","false","true","false"
"dropmail.ga","false","true","false"
"dropmail.me","true","false","false"
"dropzone.com","false","true","false"
"drotposta.hu","false","true","false"
"drynic.com","false","true","false"
"ds-3.ml","false","true","false"
"ds-3.tk","false","true","false"
"d-sadokam.ru","false","true","false"
"dsas.de","false","true","false"
"dsiay.com","true","false","false"
"dsleeping09.com","false","true","false"
"dslextreme.com","false","true","false"
"dspwebservices.com","true","false","false"
"dt.com","false","true","false"
"dt3456346734.ga","false","true","false"
"dtools.info","false","true","false"
"duam.net","true","false","false"
"dubaimail.com","false","true","false"
"dublin.com","false","true","false"
"dublin.ie","false","true","false"
"duck.com","false","true","false"
"duck2.club","true","false","false"
"dudmail.com","true","false","false"
"dudumail.com","false","true","false"
"duk33.com","true","false","false"
"dukedish.com","true","false","false"
"dumoac.net","false","true","false"
"dumpandjunk.com","true","false","false"
"dump-email.info","true","false","false"
"dumpmail.com","false","true","false"
"dumpmail.de","true","false","false"
"dumpyemail.com","true","false","false"
"dunesmail.com","false","true","false"
"dunflimblag.mailexpire.com","false","true","false"
"dunlopdriver.com","false","true","false"
"dunloprider.com","false","true","false"
"duno.com","false","true","false"
"duoduo.cafe","false","true","false"
"durandinterstellar.com","true","false","false"
"duskmail.com","true","false","false"
"dusnedesigns.ml","false","true","false"
"dustdevil.com","false","true","false"
"dutchmail.com","false","true","false"
"dvaar.com","false","true","false"
"dvd.dnsabr.com","false","true","false"
"dvd.dns-cloud.net","false","true","false"
"dvdcloset.net","false","true","false"
"dvd-fan.net","false","true","false"
"dvdxpress.biz","false","true","false"
"dvrdns.org","false","true","false"
"dvsdg34t6ewt.ga","false","true","false"
"dvsplus18.ru","false","true","false"
"dvx.dnsabr.com","false","true","false"
"dw.now.im","false","true","false"
"dwango.cf","false","true","false"
"dwango.ga","false","true","false"
"dwango.gq","false","true","false"
"dwango.ml","false","true","false"
"dwango.tk","false","true","false"
"dweezlemail.crabdance.com","false","true","false"
"dwipalinggantengyanglainlewat.cf","false","true","false"
"dwipalinggantengyanglainlewat.ga","false","true","false"
"dwipalinggantengyanglainlewat.gq","false","true","false"
"dwipalinggantengyanglainlewat.ml","false","true","false"
"dwipalinggantengyanglainlewat.tk","false","true","false"
"dwp.net","false","true","false"
"dwse.edu.pl","true","false","false"
"dwutuemzudvcb.cf","false","true","false"
"dwutuemzudvcb.ga","false","true","false"
"dwutuemzudvcb.gq","false","true","false"
"dwutuemzudvcb.ml","false","true","false"
"dwutuemzudvcb.tk","false","true","false"
"dx.abuser.eu","false","true","false"
"dx.allowed.org","false","true","false"
"dx.awiki.org","false","true","false"
"dx.ez.lv","false","true","false"
"dx.sly.io","false","true","false"
"dyceroprojects.com","true","false","false"
"dygo.com","false","true","false"
"dynalias.com","false","true","false"
"dynalias.net","false","true","false"
"dynalias.org","false","true","false"
"dynamitemail.com","false","true","false"
"dynathome.net","false","true","false"
"dyndns.org","false","true","false"
"dyndns.ws","false","true","false"
"dyn-o-saur.com","false","true","false"
"dynu.net","false","true","false"
"dz17.net","true","false","false"
"dz-geek.org","false","true","false"
"dzimbabwegq.com","false","true","false"
"e.4pet.ro","false","true","false"
"e.amav.ro","false","true","false"
"e.arno.fi","false","true","false"
"e.benlotus.com","false","true","false"
"e.blogspam.ro","false","true","false"
"e.discard-email.cf","false","true","false"
"e.l5.ca","false","true","false"
"e.milavitsaromania.ro","false","true","false"
"e.nodie.cc","false","true","false"
"e.shapoo.ch","false","true","false"
"e.wupics.com","false","true","false"
"e0yk-mail.ml","false","true","false"
"e2e4d7d5.ru","false","true","false"
"e3b.org","false","true","false"
"e3z.de","true","false","false"
"e4ivstampk.com","false","true","false"
"e4ward.com","true","false","false"
"e7n06wz.com","false","true","false"
"eaglemail.top","false","true","false"
"e-apollo.lv","false","true","false"
"eaqso209ak.ga","false","true","false"
"eaqso209ak.ml","false","true","false"
"earn-now.ru","false","true","false"
"earth.doesntexist.org","false","true","false"
"earthalliance.com","false","true","false"
"earthcam.net","false","true","false"
"earthdome.com","false","true","false"
"earthling.net","false","true","false"
"earthlink.net","false","true","false"
"earthonline.net","false","true","false"
"earthworksyar.cf","false","true","false"
"earthworksyar.ml","false","true","false"
"eastcoast.co.za","false","true","false"
"eastlink.ca","false","true","false"
"eastmail.com","false","true","false"
"eastmail.info","false","true","false"
"eastrolog.com","false","true","false"
"eastwan.net","false","true","false"
"easy.com","false","true","false"
"easy.to","false","true","false"
"easy-apps.info","false","true","false"
"easybedb.site","false","true","false"
"easyemail.info","false","true","false"
"easymail.top","false","true","false"
"easy-mail.top","false","true","false"
"easynetwork.info","true","false","false"
"easypeasy.com","false","true","false"
"easypost.com","false","true","false"
"easyriders.co.uk","false","true","false"
"easytrashmail.com","true","false","false"
"easy-trash-mail.com","true","false","false"
"eatlogs.com","false","true","false"
"eatme69.top","false","true","false"
"eatmea2z.club","true","false","false"
"eatmea2z.top","false","true","false"
"eatmydirt.com","false","true","false"
"eatrnet.com","false","true","false"
"eay.jp","true","false","false"
"eb609s25w.com","false","true","false"
"ebano.campano.cl","false","true","false"
"ebbob.com","true","false","false"
"ebeschlussbuch.de","true","false","false"
"eboise.com","false","true","false"
"ebookway.us","false","true","false"
"e-box.dk","false","true","false"
"ebprofits.net","false","true","false"
"ebs.com.ar","false","true","false"
"ec.rr.com","false","true","false"
"ec97.gq","false","true","false"
"ecallheandi.com","true","false","false"
"ecardmail.com","false","true","false"
"ecbsolutions.net","false","true","false"
"echina.com","false","true","false"
"echt-mail.de","false","true","false"
"echtzeit.website","false","true","false"
"eco.ilmale.it","false","true","false"
"ecocap.cf","false","true","false"
"ecocap.ga","false","true","false"
"ecocap.gq","false","true","false"
"ecocap.ml","false","true","false"
"ecocap.tk","false","true","false"
"ecolo-online.fr","true","false","false"
"ecompare.com","false","true","false"
"ed101.org","false","true","false"
"edagolic.ru","false","true","false"
"edge.net","false","true","false"
"edgex.ru","true","false","false"
"edifice.ga","false","true","false"
"edinburgh-airporthotels.com","true","false","false"
"edmail.com","false","true","false"
"ednatx.com","false","true","false"
"edrishn.xyz","false","true","false"
"edtnmail.com","false","true","false"
"edu.aiot.ze.cx","false","true","false"
"educacao.te.pt","false","true","false"
"educastmail.com","false","true","false"
"edv.to","true","false","false"
"ee1.pl","true","false","false"
"ee2.pl","true","false","false"
"eeemail.win","false","true","false"
"eelmail.com","true","false","false"
"ef2qohn1l4ctqvh.cf","false","true","false"
"ef2qohn1l4ctqvh.ga","false","true","false"
"ef2qohn1l4ctqvh.ml","false","true","false"
"ef2qohn1l4ctqvh.tk","false","true","false"
"effective-neurosystem.ru","false","true","false"
"efo.kr","false","true","false"
"efxs.ca","true","false","false"
"e-hkma.com","false","true","false"
"ehmail.com","false","true","false"
"eho.kr","false","true","false"
"ehoie03og3acq3us6.cf","false","true","false"
"ehoie03og3acq3us6.ga","false","true","false"
"ehoie03og3acq3us6.gq","false","true","false"
"eilersmail.com","false","true","false"
"einfach.to","false","true","false"
"einmalmail.de","true","false","false"
"einrot.com","true","false","false"
"einrot.de","true","false","false"
"eins-zwei.cf","false","true","false"
"eins-zwei.ga","false","true","false"
"eins-zwei.gq","false","true","false"
"eins-zwei.ml","false","true","false"
"eins-zwei.tk","false","true","false"
"eintagsmail.de","true","false","false"
"eircom.net","false","true","false"
"eiu.edu","false","true","false"
"ekidz.com.au","false","true","false"
"ekiibete.ml","false","true","false"
"ekiibetekorea.tk","false","true","false"
"elearningjournal.org","true","false","false"
"electriccarvehicle.com","false","true","false"
"electro.mn","true","false","false"
"electronicmail.us","false","true","false"
"elinstallatoer.dk","false","true","false"
"elisanet.fi","false","true","false"
"elitemail.org","false","true","false"
"elitevipatlantamodels.com","true","false","false"
"elki-mkzn.ru","true","false","false"
"elp.rr.com","false","true","false"
"elsitio.com","false","true","false"
"elsker.dk","false","true","false"
"eltimon.com","false","true","false"
"elvis.com","false","true","false"
"elvis.dk","false","true","false"
"elvisfan.com","false","true","false"
"ely.kr","false","true","false"
"emadisonriver.com","false","true","false"
"emadisonriver.net","false","true","false"
"email.biz","false","true","false"
"email.cbes.net","false","true","false"
"email.com","false","true","false"
"e-mail.com","true","false","false"
"e-mail.com.tr","false","true","false"
"email.cz","false","true","false"
"email.de","false","true","false"
"email.dk","false","true","false"
"e-mail.dk","false","true","false"
"email.ee","false","true","false"
"email.freecrypt.org","false","true","false"
"e-mail.igg.biz","false","true","false"
"email.it","false","true","false"
"e-mail.jp","false","true","false"
"email.net","true","false","false"
"e-mail.net","false","true","false"
"email.nu","false","true","false"
"email.org","false","true","false"
"e-mail.org","true","false","false"
"email.phoenix.edu","false","true","false"
"email.plala.or.jp","false","true","false"
"email.ro","false","true","false"
"email.ru","false","true","false"
"e-mail.ru","false","true","false"
"email.si","false","true","false"
"email.su","false","true","false"
"email.ua","false","true","false"
"e-mail.ua","false","true","false"
"email.women.com","false","true","false"
"email0.tk","false","true","false"
"email1.gq","false","true","false"
"email2.ml","false","true","false"
"email2.tk","false","true","false"
"email2an.ga","false","true","false"
"email2me.com","false","true","false"
"email2me.net","false","true","false"
"email3.ga","false","true","false"
"email3.gq","false","true","false"
"email3.ml","false","true","false"
"email3.tk","false","true","false"
"email4u.info","false","true","false"
"email60.com","true","false","false"
"emailacc.com","false","true","false"
"emailaccount.com","false","true","false"
"emailaddresses.com","false","true","false"
"emailage.cf","true","false","false"
"emailage.ga","true","false","false"
"emailage.gq","true","false","false"
"emailage.ml","true","false","false"
"emailage.tk","true","false","false"
"emailahi.com","false","true","false"
"e-mailanywhere.com","false","true","false"
"emailappp.com","false","true","false"
"emailapps.in","false","true","false"
"emailapps.info","false","true","false"
"emailasso.net","false","true","false"
"e-mailbox.ga","false","true","false"
"emailchoice.com","false","true","false"
"emailcorner.net","false","true","false"
"emaildienst.de","true","false","false"
"emaildrop.io","true","false","false"
"emailem.com","false","true","false"
"emailengine.net","false","true","false"
"emailengine.org","false","true","false"
"emailer.hubspot.com","false","true","false"
"emailfake.cf","false","true","false"
"email-fake.cf","true","false","false"
"emailfake.com","true","false","false"
"email-fake.com","true","false","false"
"emailfake.ga","false","true","false"
"email-fake.ga","true","false","false"
"emailfake.gq","false","true","false"
"email-fake.gq","true","false","false"
"emailfake.ml","true","false","false"
"email-fake.ml","true","false","false"
"emailfake.nut.cc","false","true","false"
"email-fake.tk","true","false","false"
"emailfalsa.cf","false","true","false"
"emailfalsa.ga","false","true","false"
"emailfalsa.gq","false","true","false"
"emailfalsa.ml","false","true","false"
"emailfalsa.tk","false","true","false"
"emailforyou.net","false","true","false"
"emailfowarding.com","false","true","false"
"emailfreedom.ml","true","false","false"
"emailgaul.com","false","true","false"
"emailgenerator.de","true","false","false"
"emailgo.de","true","false","false"
"emailgroups.net","false","true","false"
"emailhearing.com","false","true","false"
"email-host.info","false","true","false"
"emailias.com","true","false","false"
"emailigo.de","true","false","false"
"emailinbox.xyz","false","true","false"
"emailinfive.com","true","false","false"
"emailirani.ir","false","true","false"
"emailisvalid.com","true","false","false"
"emailit.com","false","true","false"
"email-jetable.fr","true","false","false"
"email-lab.com","true","false","false"
"emaillime.com","true","false","false"
"email-list.online","false","true","false"
"emailll.org","false","true","false"
"email-london.co.uk","false","true","false"
"emailmenow.info","false","true","false"
"emailmiser.com","true","false","false"
"emailna.co","true","false","false"
"emailna.life","false","true","false"
"emailnode.net","false","true","false"
"emailo.pro","true","false","false"
"emailofnd.cf","false","true","false"
"emailondeck.com","true","false","false"
"emailoregon.com","false","true","false"
"emailpinoy.com","false","true","false"
"emailplanet.com","false","true","false"
"emailplus.org","false","true","false"
"emailportal.info","true","false","false"
"emailproxsy.com","true","false","false"
"emailr.win","false","true","false"
"emailresort.com","true","false","false"
"emails.ga","true","false","false"
"emails.incisivemedia.com","false","true","false"
"emails.ru","false","true","false"
"e-mails.ru","false","true","false"
"emailsecurer.com","true","false","false"
"emailsensei.com","true","false","false"
"email-server.info","false","true","false"
"emailservice.com","false","true","false"
"emailsingularity.net","true","false","false"
"email-sms.com","false","true","false"
"email-sms.net","false","true","false"
"emailspam.cf","true","false","false"
"emailspam.ga","true","false","false"
"emailspam.gq","true","false","false"
"emailspam.ml","true","false","false"
"emailspam.tk","true","false","false"
"emailspot.org","false","true","false"
"emailsy.info","true","false","false"
"emailsydney.com","false","true","false"
"emailtea.com","false","true","false"
"emailtech.info","true","false","false"
"email-temp.com","true","false","false"
"emailtemporanea.com","true","false","false"
"emailtemporanea.net","true","false","false"
"emailtemporar.ro","true","false","false"
"emailtemporario.com.br","true","false","false"
"emailthe.net","true","false","false"
"emailtmp.com","true","false","false"
"emailto.de","true","false","false"
"emailure.net","true","false","false"
"emailuser.net","false","true","false"
"email-value.com","false","true","false"
"emailwarden.com","true","false","false"
"email-wizard.com","false","true","false"
"emailx.at.hm","false","true","false"
"emailx.net","false","true","false"
"emailxfer.com","true","false","false"
"emailz.cf","true","false","false"
"emailz.ga","true","false","false"
"emailz.gq","true","false","false"
"emailz.ml","true","false","false"
"emale.ru","false","true","false"
"emall.ir","false","true","false"
"emall.ml","false","true","false"
"e-marketstore.ru","false","true","false"
"ematic.com","false","true","false"
"embarqmail.com","false","true","false"
"emeil.cf","false","true","false"
"emeil.in","true","false","false"
"emeil.ir","true","false","false"
"emeraldwebmail.com","true","false","false"
"emeyle.com","false","true","false"
"emil.com","false","true","false"
"emirmail.ga","false","true","false"
"emkei.cf","true","false","false"
"emkei.ga","true","false","false"
"emkei.gq","true","false","false"
"emkei.ml","true","false","false"
"emkei.tk","true","false","false"
"eml.cc","false","true","false"
"eml.pp.ua","true","false","false"
"emlhub.com","true","false","false"
"emlpro.com","true","false","false"
"emltmp.com","true","false","false"
"emmasart.com","false","true","false"
"emohawk.xyz","false","true","false"
"emoreno.tk","false","true","false"
"empas.com","false","true","false"
"empereur.com","false","true","false"
"empireanime.ga","true","false","false"
"empiremail.de","false","true","false"
"emplawyernet.com","false","true","false"
"emptymail.com","false","true","false"
"emran.cf","false","true","false"
"emstjzh.com","true","false","false"
"emule.cf","false","true","false"
"e-mule.cf","false","true","false"
"emule.ga","false","true","false"
"emule.gq","false","true","false"
"e-mule.tk","false","true","false"
"emumail.com","false","true","false"
"emy.kr","false","true","false"
"emz.net","true","false","false"
"enayu.com","true","false","false"
"endofinternet.net","false","true","false"
"endofinternet.org","false","true","false"
"endoftheinternet.org","false","true","false"
"endrix.org","false","true","false"
"end-war.com","false","true","false"
"enel.net","false","true","false"
"enelpunto.net","false","true","false"
"enetis.net","false","true","false"
"enfsmq2wel.ga","false","true","false"
"enfsmq2wel.gq","false","true","false"
"enggalman.ga","false","true","false"
"enggalman.ml","false","true","false"
"engineer.com","false","true","false"
"engineering-ai.com","false","true","false"
"england.com","false","true","false"
"england.edu","false","true","false"
"englandmail.com","false","true","false"
"enjoy.email.ne.jp","false","true","false"
"ennemail.ga","false","true","false"
"enron.cf","false","true","false"
"enron.ga","false","true","false"
"enron.gq","false","true","false"
"enron.ml","false","true","false"
"enter.net","false","true","false"
"enterto.com","true","false","false"
"entregandobiblia.com.br","false","true","false"
"enu.kr","false","true","false"
"enveloped.org","false","true","false"
"envy17.com","true","false","false"
"eny.kr","false","true","false"
"eoffice.top","true","false","false"
"eonmech.com","false","true","false"
"eorbs.com","false","true","false"
"eos2mail.com","false","true","false"
"eot.com","false","true","false"
"epage.ru","false","true","false"
"epatra.com","false","true","false"
"epb.ro","true","false","false"
"ephemail.net","true","false","false"
"ephemeral.email","true","false","false"
"epiqmail.com","false","true","false"
"epix.net","false","true","false"
"epomail.com","false","true","false"
"epost.de","false","true","false"
"eposta.hu","false","true","false"
"e-postboks.dk","false","true","false"
"e-postkasten.com","false","true","false"
"e-postkasten.de","false","true","false"
"e-postkasten.eu","false","true","false"
"e-postkasten.info","false","true","false"
"epot.ga","false","true","false"
"eprompter.com","false","true","false"
"eqeqeqeqe.tk","false","true","false"
"eqiluxspam.ga","true","false","false"
"eqqu.com","false","true","false"
"equiemail.com","false","true","false"
"equonecredite.com","false","true","false"
"eramail.co.za","false","true","false"
"eramis.ga","false","true","false"
"erasedebt.gq","false","true","false"
"erasf.com","false","true","false"
"eresmas.com","false","true","false"
